"tab_code","表章項目","cat01_code","産業小分類","area_code","地域区分","time_code","時間軸","unit","value"
"701-2021","事業所数","I2","小売業計","1229A","千葉県郡部計","2021000000","2021年","事業所","1331"
"701-2021","事業所数","I2","小売業計","13000","東京都","2021000000","2021年","事業所","68216"
"701-2021","事業所数","I2","小売業計","13100","特別区部","2021000000","2021年","事業所","50752"
"701-2021","事業所数","I2","小売業計","13101","千代田区","2021000000","2021年","事業所","2480"
"701-2021","事業所数","I2","小売業計","13102","中央区","2021000000","2021年","事業所","2429"
"701-2021","事業所数","I2","小売業計","13103","港区","2021000000","2021年","事業所","2430"
"701-2021","事業所数","I2","小売業計","13104","新宿区","2021000000","2021年","事業所","2911"
"701-2021","事業所数","I2","小売業計","13105","文京区","2021000000","2021年","事業所","1152"
"701-2021","事業所数","I2","小売業計","13106","台東区","2021000000","2021年","事業所","2520"
"701-2021","事業所数","I2","小売業計","13107","墨田区","2021000000","2021年","事業所","1532"
"701-2021","事業所数","I2","小売業計","13108","江東区","2021000000","2021年","事業所","2136"
"701-2021","事業所数","I2","小売業計","13109","品川区","2021000000","2021年","事業所","1838"
"701-2021","事業所数","I2","小売業計","13110","目黒区","2021000000","2021年","事業所","1539"
"701-2021","事業所数","I2","小売業計","13111","大田区","2021000000","2021年","事業所","3274"
"701-2021","事業所数","I2","小売業計","13112","世田谷区","2021000000","2021年","事業所","3626"
"701-2021","事業所数","I2","小売業計","13113","渋谷区","2021000000","2021年","事業所","3045"
"701-2021","事業所数","I2","小売業計","13114","中野区","2021000000","2021年","事業所","1366"
"701-2021","事業所数","I2","小売業計","13115","杉並区","2021000000","2021年","事業所","2398"
"701-2021","事業所数","I2","小売業計","13116","豊島区","2021000000","2021年","事業所","2328"
"701-2021","事業所数","I2","小売業計","13117","北区","2021000000","2021年","事業所","1378"
"701-2021","事業所数","I2","小売業計","13118","荒川区","2021000000","2021年","事業所","988"
"701-2021","事業所数","I2","小売業計","13119","板橋区","2021000000","2021年","事業所","1984"
"701-2021","事業所数","I2","小売業計","13120","練馬区","2021000000","2021年","事業所","2300"
"701-2021","事業所数","I2","小売業計","13121","足立区","2021000000","2021年","事業所","2900"
"701-2021","事業所数","I2","小売業計","13122","葛飾区","2021000000","2021年","事業所","1903"
"701-2021","事業所数","I2","小売業計","13123","江戸川区","2021000000","2021年","事業所","2217"
"701-2021","事業所数","I2","小売業計","13199","境界未定地域","2021000000","2021年","事業所","78"
"701-2021","事業所数","I2","小売業計","1319A","東京都市部計","2021000000","2021年","事業所","16729"
"701-2021","事業所数","I2","小売業計","13201","八王子市","2021000000","2021年","事業所","2278"
"701-2021","事業所数","I2","小売業計","13202","立川市","2021000000","2021年","事業所","1097"
"701-2021","事業所数","I2","小売業計","13203","武蔵野市","2021000000","2021年","事業所","1233"
"701-2021","事業所数","I2","小売業計","13204","三鷹市","2021000000","2021年","事業所","550"
"701-2021","事業所数","I2","小売業計","13205","青梅市","2021000000","2021年","事業所","624"
"701-2021","事業所数","I2","小売業計","13206","府中市","2021000000","2021年","事業所","856"
"701-2021","事業所数","I2","小売業計","13207","昭島市","2021000000","2021年","事業所","464"
"701-2021","事業所数","I2","小売業計","13208","調布市","2021000000","2021年","事業所","892"
"701-2021","事業所数","I2","小売業計","13209","町田市","2021000000","2021年","事業所","1804"
"701-2021","事業所数","I2","小売業計","13210","小金井市","2021000000","2021年","事業所","381"
"701-2021","事業所数","I2","小売業計","13211","小平市","2021000000","2021年","事業所","629"
"701-2021","事業所数","I2","小売業計","13212","日野市","2021000000","2021年","事業所","513"
"701-2021","事業所数","I2","小売業計","13213","東村山市","2021000000","2021年","事業所","475"
"701-2021","事業所数","I2","小売業計","13214","国分寺市","2021000000","2021年","事業所","470"
"701-2021","事業所数","I2","小売業計","13215","国立市","2021000000","2021年","事業所","363"
"701-2021","事業所数","I2","小売業計","13218","福生市","2021000000","2021年","事業所","259"
"701-2021","事業所数","I2","小売業計","13219","狛江市","2021000000","2021年","事業所","247"
"701-2021","事業所数","I2","小売業計","13220","東大和市","2021000000","2021年","事業所","347"
"701-2021","事業所数","I2","小売業計","13221","清瀬市","2021000000","2021年","事業所","254"
"701-2021","事業所数","I2","小売業計","13222","東久留米市","2021000000","2021年","事業所","462"
"701-2021","事業所数","I2","小売業計","13223","武蔵村山市","2021000000","2021年","事業所","385"
"701-2021","事業所数","I2","小売業計","13224","多摩市","2021000000","2021年","事業所","571"
"701-2021","事業所数","I2","小売業計","13225","稲城市","2021000000","2021年","事業所","270"
"701-2021","事業所数","I2","小売業計","13227","羽村市","2021000000","2021年","事業所","231"
"701-2021","事業所数","I2","小売業計","13228","あきる野市","2021000000","2021年","事業所","372"
"701-2021","事業所数","I2","小売業計","13229","西東京市","2021000000","2021年","事業所","702"
"701-2021","事業所数","I2","小売業計","1329A","東京都郡部計","2021000000","2021年","事業所","735"
"701-2021","事業所数","I2","小売業計","14000","神奈川県","2021000000","2021年","事業所","37331"
"701-2021","事業所数","I2","小売業計","14100","横浜市","2021000000","2021年","事業所","14340"
"701-2021","事業所数","I2","小売業計","14101","横浜市鶴見区","2021000000","2021年","事業所","961"
"701-2021","事業所数","I2","小売業計","14102","横浜市神奈川区","2021000000","2021年","事業所","834"
"701-2021","事業所数","I2","小売業計","14103","横浜市西区","2021000000","2021年","事業所","1454"
"701-2021","事業所数","I2","小売業計","14104","横浜市中区","2021000000","2021年","事業所","1409"
"701-2021","事業所数","I2","小売業計","14105","横浜市南区","2021000000","2021年","事業所","657"
"701-2021","事業所数","I2","小売業計","14106","横浜市保土ケ谷区","2021000000","2021年","事業所","590"
"701-2021","事業所数","I2","小売業計","14107","横浜市磯子区","2021000000","2021年","事業所","492"
"701-2021","事業所数","I2","小売業計","14108","横浜市金沢区","2021000000","2021年","事業所","714"
"701-2021","事業所数","I2","小売業計","14109","横浜市港北区","2021000000","2021年","事業所","1198"
"701-2021","事業所数","I2","小売業計","14110","横浜市戸塚区","2021000000","2021年","事業所","819"
"701-2021","事業所数","I2","小売業計","14111","横浜市港南区","2021000000","2021年","事業所","780"
"701-2021","事業所数","I2","小売業計","14112","横浜市旭区","2021000000","2021年","事業所","686"
"701-2021","事業所数","I2","小売業計","14113","横浜市緑区","2021000000","2021年","事業所","504"
"701-2021","事業所数","I2","小売業計","14114","横浜市瀬谷区","2021000000","2021年","事業所","411"
"701-2021","事業所数","I2","小売業計","14115","横浜市栄区","2021000000","2021年","事業所","240"
"701-2021","事業所数","I2","小売業計","14116","横浜市泉区","2021000000","2021年","事業所","431"
"701-2021","事業所数","I2","小売業計","14117","横浜市青葉区","2021000000","2021年","事業所","1102"
"701-2021","事業所数","I2","小売業計","14118","横浜市都筑区","2021000000","2021年","事業所","1058"
"701-2021","事業所数","I2","小売業計","14130","川崎市","2021000000","2021年","事業所","4962"
"701-2021","事業所数","I2","小売業計","14131","川崎市川崎区","2021000000","2021年","事業所","1181"
"701-2021","事業所数","I2","小売業計","14132","川崎市幸区","2021000000","2021年","事業所","598"
"701-2021","事業所数","I2","小売業計","14133","川崎市中原区","2021000000","2021年","事業所","934"
"701-2021","事業所数","I2","小売業計","14134","川崎市高津区","2021000000","2021年","事業所","690"
"701-2021","事業所数","I2","小売業計","14135","川崎市多摩区","2021000000","2021年","事業所","598"
"701-2021","事業所数","I2","小売業計","14136","川崎市宮前区","2021000000","2021年","事業所","515"
"701-2021","事業所数","I2","小売業計","14137","川崎市麻生区","2021000000","2021年","事業所","446"
"701-2021","事業所数","I2","小売業計","14150","相模原市","2021000000","2021年","事業所","2671"
"701-2021","事業所数","I2","小売業計","14151","相模原市緑区","2021000000","2021年","事業所","753"
"701-2021","事業所数","I2","小売業計","14152","相模原市中央区","2021000000","2021年","事業所","941"
"701-2021","事業所数","I2","小売業計","14153","相模原市南区","2021000000","2021年","事業所","977"
"701-2021","事業所数","I2","小売業計","1419A","神奈川県市部計","2021000000","2021年","事業所","13738"
"701-2021","事業所数","I2","小売業計","14201","横須賀市","2021000000","2021年","事業所","1851"
"701-2021","事業所数","I2","小売業計","14203","平塚市","2021000000","2021年","事業所","1341"
"701-2021","事業所数","I2","小売業計","14204","鎌倉市","2021000000","2021年","事業所","1270"
